2019-09-12 10029
2019-09-13 10870
2019-09-14 0
2019-09-15 0
2019-09-16 16842
2019-09-17 16504
2019-09-18 13149
2019-09-19 13822
2019-09-20 17151
2019-09-21 0
2019-09-22 0
2019-09-23 9838
2019-09-24 12287
2019-09-25 6159
2019-09-26 15892
2019-09-27 10539
2019-09-28 0
2019-09-29 0
2019-09-30 7744
2019-10-01 2552
